order_id,orderrad_id,orderdatum,leveransdatum,produkt_sku,produktnamn,kategori,antal,pris_per_enhet,region,kundtyp,betalmetod,kund_id,leveransstatus,recension_text,recensionsdatum,betyg
ORD-2024-00012,ORD-2024-00012-1,2024-04-08,2024-04-11,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Stockholm,Privat,Swish,KND-55095,Levererad,,,
ORD-2024-00013,ORD-2024-00013-1,2024-02-23,2024-02-25,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,,Privat,Swish,KND-21853,Levererad,,,
ORD-2024-00014,ORD-2024-00014-1,2024-05-14,2024-05-16,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1,5999.00,Stockholm,PRIVAT,Faktura,KND-21867,LEVERERAD,Riktigt nöjd! Använder den dagligen.,2024-05-23,4
ORD-2024-00015,ORD-2024-00015-1,2024-11-25,2024-11-27,SKU-LP002,Laptop Budget 14,Datorer,1,7999.00,Malmö,Privat,Swish,KND-90244,Levererad,,,
ORD-2024-00016,ORD-2024-00016-1,2024-04-27,2024-05-01,SKU-SD001,Extern SSD 1TB,Lagring,1,1199.00,Västerås,Privat,Mobilbetalning,KND-52160,Levererad,,,
ORD-2024-00016,ORD-2024-00016-2,2024-04-27,2024-05-01,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Västerås,B2C,Swish,KND-52160,Levererad,Mycket nöjd med köpet. Snabb leverans också!,7 maj 2024,4
ORD-2024-00017,ORD-2024-00017-1,2024-10-24,2024/10/27,SKU-HB001,USB-C Hub 7-port,Tillbehör,2,549.00,Göteborg,privat,Swish,KND-63364,Levererad,,,
ORD-2024-00018,ORD-2024-00018-1,2024-12-05,2024-12-07,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Göteborg,Företag,FAKTURA,KND-99830,Levererad,,,
ORD-2024-00018,ORD-2024-00018-2,2024-12-05,2024-12-07,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,5,2499.00,GÖTEBORG,Företag,Faktura,KND-99830,Levererad,Snabb leverans och produkten är fantastisk!,2024-12-08,4
ORD-2024-00018,ORD-2024-00018-3,2024-12-05,2024-12-07,SKU-LP002,Laptop Budget 14,Datorer,3,7999.00,GÖTEBORG,Företag,Faktura,KND-99830,LEVERERAD,Produkten var trasig vid leverans. Besviken.,2024-12-16,1
ORD-2024-00019,ORD-2024-00019-1,2024-06-20,2024-06-22,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Göteborg,Privat,Kort,KND-28531,Levererad,Super! Kommer definitivt handla här igen.,2024-07-06,4
ORD-2024-00020,ORD-2024-00020-1,2024-10-31,2024-11-02,SKU-HS002,Headset Budget,Ljud,1,499.00,,Privat,Kort,KND-75223,Levererad,,,
ORD-2024-00021,ORD-2024-00021-1,2024-07-05,2024-07-09,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,2,4999 kr,LINKÖPING,Privat,Faktura,KND-58604,Levererad,"Leverans på två dagar, imponerad!",2024-07-21,4
ORD-2024-01205,ORD-2024-01205-2,2024-05-06,2024-05-08,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1,1299.00,Stockholm,Privat,Kort,KND-41689,Levererad,,,
ORD-2024-00022,ORD-2024-00022-1,2024-12-09,2024-12-13,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,2st,2499.00,,Privat,Faktura,KND-42266,Retur,Genomsnittlig kvalitet. Inget speciellt.,2024-12-09,3
ORD-2024-00023,ORD-2024-00023-1,2024-12-08,2024-12-10,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Stockholm,Privat,faktura,KND-52910,Levererad,,,
ORD-2024-00024,ORD-2024-00024-1,2024-03-02,2024-03-04,SKU-HB001,USB-C Hub 7-port,Tillbehör,1,549.00,Göteborg,Privat,Faktura,KND-18834,Levererad,Snabb leverans och produkten är fantastisk!,2024-03-17,4
ORD-2024-00025,ORD-2024-00025-1,"September 12, 2024",2024-09-15,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,2,2499.00,Malmö,företag,Faktura,KND-42214,retur,Fantastisk produkt! Fungerar precis som utlovat.,2024-09-26,4
ORD-2024-00026,ORD-2024-00026-1,2024-10-28,2024-10-31,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,,Privat,Kort,KND-90746,Levererad,"Gör jobbet, men hade kunnat vara bättre.",2024-11-08,3
ORD-2024-00027,ORD-2024-00027-1,2024-02-02,2024-02-04,SKU-HS002,Headset Budget,Ljud,2,499.00,Göteborg,Privat,Kort,KND-37276,Levererad,"Smidigt att beställa, produkten kom snabbt och fungerar perfekt.",2024-02-15,5
ORD-2024-00027,ORD-2024-00027-2,2024-02-02,2024-02-04,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Göteborg,Privat,KORT,KND-37276,Levererad,Bra pris och hög kvalitet. Nöjd kund!,2024-02-05,5
ORD-2024-00028,ORD-2024-00028-1,2024-02-14,2024-02-17,SKU-HB001,USB-C Hub 7-port,Tillbehör,1,549.00,stockholm,Privat,SWISH,KND-73790,Levererad,,,
ORD-2024-00028,ORD-2024-00028-2,2024-02-14,2024-02-17,SKU-LP002,Laptop Budget 14,Datorer,1,7999.00,Stockholm,Privat,Swish,KND-73790,Levererad,,,
ORD-2024-00029,ORD-2024-00029-1,2024-08-15,2024-08-22,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599 kr,Norrland,Privat,Faktura,KND-15161,Levererad,Bra pris och hög kvalitet. Nöjd kund!,2024-08-30,5
ORD-2024-00029,ORD-2024-00029-2,2024-08-15,2024-08-22,SKU-SP001,Bluetooth-högtalare,Ljud,1,899.00,Norrland,Privat,Faktura,KND-15161,Levererad,,,
ORD-2024-00030,ORD-2024-00030-1,"February 02, 2024","February 05, 2024",SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Privat,Kort,KND-50191,Levererad,Kan varmt rekommendera denna produkt.,2024-02-15,5
ORD-2024-00030,ORD-2024-00030-2,2024-02-02,2024-02-05,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,"""2""",4999.00,Stockholm,Privat,Kreditkort,KND-50191,Levererad,,,
ORD-2024-00031,ORD-2024-00031-1,2024-08-24,2024-08-27,SKU-SP001,Bluetooth-högtalare,Ljud,1,899 kr,Linköping,Privat,Faktura,KND-54713,Under transport,,,
ORD-2024-00032,ORD-2024-00032-1,2024-11-14,2024-11-17,SKU-LP002,Laptop Budget 14,Datorer,1,7999.00,Linköping,Privat,Kort,KND-91979,Levererad,,,
ORD-2024-00033,ORD-2024-00033-1,2024-11-22,2024-11-24,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Stockholm,Privat,swish,KND-39847,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-11-29,5
ORD-2024-00034,ORD-2024-00034-1,2024-06-08,2024-06-15,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1,5999.00,Norrland,B2C,Swish,KND-57379,Levererad,Fick en skärm med spricka. Uppenbar transportskada.,2024-06-21,2
ORD-2024-00035,ORD-2024-00035-1,2024-12-04,2024-12-08,SKU-WC001,Webbkamera HD,Tillbehör,1,799:-,Uppsala,Privat,,KND-51513,Under transport,,,
ORD-2024-00036,ORD-2024-00036-1,2024-05-21,2024-05-23,SKU-HS001,Headset Pro ANC,Ljud,1,1899.00,Gothenburg,Privat,Kort,KND-67030,Levererad,Trasig förpackning och skadad produkt.,2024-06-02,2
ORD-2024-00036,ORD-2024-00036-2,21 maj 2024,2024-05-23,SKU-WC001,Webbkamera HD,Tillbehör,2,799.00,Göteborg,Privat,Kort,KND-67030,Levererad,,,
ORD-2024-00036,ORD-2024-00036-3,2024-05-21,2024-05-23,SKU-SD001,Extern SSD 1TB,Lagring,2,1199.00,Göteborg,Privat,Kort,KND-67030,Levererad,,,
ORD-2024-00037,ORD-2024-00037-1,2024-02-17,2024-02-14,SKU-SD002,Extern SSD 500GB,Lagring,1,699.00,Göteborg,Privat,Kreditkort,KND-35320,Retur,,,
ORD-2024-00038,ORD-2024-00038-1,1 november 2024,4 november 2024,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,2,599.00,Göteborg,Företag,Faktura,KND-76077,Levererad,"Förväntade mig mer för priset, men den duger.",2024-11-09,3
ORD-2024-00038,ORD-2024-00038-2,2024-11-01,2024-11-04,SKU-LP003,Laptop Gaming X,Datorer,10,18999.00,,Företag,Faktura,KND-76077,Levererad,,,
ORD-2024-00038,ORD-2024-00038-3,2024-11-01,2024-11-04,SKU-LP003,Laptop Gaming X,Datorer,1,18999.00,Göteborg,B2B,Faktura,KND-76077,Levererad,Slutade fungera efter två veckor. Dålig kvalitet.,2024-11-07,1
ORD-2024-00038,ORD-2024-00038-4,2024-11-01,2024-11-04,SKU-LP003,Laptop Gaming X,Datorer,2,18999.00,,Företag,FAKTURA,KND-76077,Levererad,Inte alls nöjd. Kommer inte handla här igen.,2024-11-05,1
ORD-2024-00038,ORD-2024-00038-5,2024-11-01,2024-10-31,SKU-LP002,Laptop Budget 14,Datorer,2,7999.00,Göteborg,Företag,Faktura,KND-76077,Levererad,,,
ORD-2024-00039,ORD-2024-00039-1,2024-06-04,2024-06-06,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Stockholm,Privat,Faktura,KND-44123,Levererad,Snabb leverans och produkten är fantastisk!,2024-06-10,5
ORD-2024-00040,ORD-2024-00040-1,2024-07-30,2024-08-01,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Stockholm,Privat,Faktura,KND-53769,Levererad,Bästa tangentbordet jag haft. Rekommenderar!,2024-08-09,5
ORD-2024-00040,ORD-2024-00040-2,2024-07-30,2024-08-01,SKU-LP001,Laptop Pro 15,Datorer,1,14999.00,STHLM,Privat,Faktura,KND-53769,Levererad,"Fungerar utmärkt, inga problem alls.",2024-08-03,5
ORD-2024-00041,ORD-2024-00041-1,2024-08-18,20 augusti 2024,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Stockholm,privat,Swish,KND-83065,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-08-31,5
ORD-2024-00042,ORD-2024-00042-1,2024-04-04,2024-04-06,SKU-LP003,Laptop Gaming X,Datorer,1,18999.00,Malmö,Privat,Kort,KND-67061,Under transport,,,
ORD-2024-01172,ORD-2024-01172-2,2024-01-02,2024-01-04,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1,5999.00,Göteborg,Företag,Kort,KND-16762,Levererad,Prisvärt och bra kvalitet. Kommer köpa igen.,13 januari 2024,5
ORD-2024-00043,ORD-2024-00043-1,2024-03-26,2024-03-29,SKU-SD002,Extern SSD 500GB,Lagring,1,699.00,stockholm,Privat,Swish,KND-29350,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-04-01,5
ORD-2024-00044,ORD-2024-00044-1,2024-10-15,2024-10-19,SKU-LP003,Laptop Gaming X,Datorer,1,18999.00,Linköping,Privat,Faktura,KND-75717,Levererad,Kan varmt rekommendera denna produkt.,2024-10-31,4
ORD-2024-00044,ORD-2024-00044-2,2024-10-15,2024-10-10,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Linköping,Privat,Faktura,KND-75717,Levererad,,,
ORD-2024-00044,ORD-2024-00044-3,2024-10-15,2024-10-19,SKU-HS001,Headset Pro ANC,Ljud,1,1899.00,Linköping,Privat,Faktura,KND-75717,Levererad,Leveransen tog alldeles för lång tid.,2024-10-21,1
ORD-2024-00045,ORD-2024-00045-1,2024-04-02,2024-04-04,SKU-SD002,Extern SSD 500GB,Lagring,1,699.00,stockholm,Privat,Swish,KND-80650,Skickad,,,
ORD-2024-00046,ORD-2024-00046-1,2024-01-18,2024-01-21,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,PRIVAT,Kort,KND-69139,Retur,,,
ORD-2024-00046,ORD-2024-00046-2,2024-01-18,2024-01-21,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,Stockholm,PRIVAT,Kort,KND-69139,Returnerad,Fantastisk produkt! Fungerar precis som utlovat.,2024-01-31,5
ORD-2024-00047,ORD-2024-00047-1,"May 18, 2024",2024-05-20,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Privat,SWISH,KND-83763,Levererad,,,
ORD-2024-00047,ORD-2024-00047-2,2024-05-18,2024-05-20,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2,699.00,Stockholm,Privat,Swish,KND-83763,Levererad,,,
ORD-2024-00048,ORD-2024-00048-1,2024-12-27,2024-12-29,SKU-SD001,Extern SSD 1TB,Lagring,1,1199.00,Stockholm,b2c,Kort,KND-76872,Levererad,Super! Kommer definitivt handla här igen.,2025-01-04,4
ORD-2024-00049,ORD-2024-00049-1,2024-01-17,2024-01-22,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Norrland,Privat,Swish,KND-92001,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-02-04,5
ORD-2024-00050,ORD-2024-00050-1,2024-11-10,2024-11-12,SKU-LP003,Laptop Gaming X,Datorer,1,18999.00,Göteborg,Privat,Faktura,KND-21120,Under transport,,,
ORD-2024-00051,ORD-2024-00051-1,2024-01-20,2024-01-23,SKU-LP003,Laptop Gaming X,Datorer,1,18999.00,Västerås,Privat,Kort,KND-54880,Levererad,Genomsnittlig kvalitet. Inget speciellt.,2024-02-06,3
ORD-2024-00052,ORD-2024-00052-1,2024-05-21,2024-05-24,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Privat,Swish,KND-82470,Levererad,"Leverans på två dagar, imponerad!",2024-06-04,5
ORD-2024-00052,ORD-2024-00052-2,21/05/2024,2024-05-24,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Privat,Swish,KND-82470,Levererad,,,
ORD-2024-00053,ORD-2024-00053-1,"December 14, 2024",2024-12-17,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,Göteborg,Privat,Kort,KND-17143,Levererad,"Leverans på två dagar, imponerad!",2024-12-21,5
ORD-2024-00054,ORD-2024-00054-1,2024-09-26,2024-09-30,SKU-LP003,Laptop Gaming X,Datorer,2,18999.00,Linköping,B2C,Swish,KND-21950,Levererad,Mycket nöjd med köpet. Snabb leverans också!,2024-10-14,4
ORD-2024-00055,ORD-2024-00055-1,2024-11-04,"November 08, 2024",SKU-HS002,Headset Budget,Ljud,1,499.00,Örebro,Privat,Swish,KND-36886,Retur,,,
ORD-2024-00056,ORD-2024-00056-1,2024-03-11,2024-03-14,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,1,5999.00,Stockholm,Privat,Swish,KND-13181,Levererad,,,
ORD-2024-00057,ORD-2024-00057-1,2024-11-01,2024-11-03,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,STOCKHOLM,Privat,Kort,KND-39960,Levererad,,,
ORD-2024-00058,ORD-2024-00058-1,2024-03-08,2024-03-11,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2 st,699.00,Uppsala,Företag,faktura,KND-32010,Levererad,Överträffade mina förväntningar. 5 av 5!,2024-03-20,4
ORD-2024-00058,ORD-2024-00058-2,2024-03-08,2024-03-11,SKU-LP001,Laptop Pro 15,Datorer,1st,14999.00,Uppsala,Företag,Faktura,KND-32010,Levererad,,,
ORD-2024-00058,ORD-2024-00058-3,2024-03-08,2024-03-11,SKU-LP002,Laptop Budget 14,Datorer,2,7999.00,Uppsala,Företag,Faktura,KND-32010,Levererad,,,
ORD-2024-00059,ORD-2024-00059-1,2024-12-04,2024-12-07,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,1,1299.00,Stockholm,Företag,Kort,KND-60144,LEVERERAD,Prisvärt och bra kvalitet. Kommer köpa igen.,2024-12-20,5
ORD-2024-00060,ORD-2024-00060-1,2024-04-03,2024-04-08,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,2,1299.00,Norrland,B2B,Kort,KND-48721,Levererad,Riktigt nöjd! Använder den dagligen.,2024-04-18,4
ORD-2024-00061,ORD-2024-00061-1,2024-04-23,2024-04-25,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,Göteborg,Företag,Faktura,KND-55472,Levererad,,,
ORD-2024-00061,ORD-2024-00061-2,2024-04-23,2024-04-25,SKU-LP002,Laptop Budget 14,Datorer,3,7999.00,Göteborg,företag,Faktura,KND-55472,Levererad,,,
ORD-2024-00062,ORD-2024-00062-1,2024-06-14,16 juni 2024,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2,699.00,Stockholm,Privat,Swish,KND-18662,Under transport,,,
ORD-2024-00062,ORD-2024-00062-2,2024-06-14,2024-06-16,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,1,2499.00,Stockholm,Privat,Swish,KND-18662,Under transport,,,
ORD-2024-00063,ORD-2024-00063-1,2024-12-27,2024-12-30,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,2,699.00,STOCKHOLM,Privat,Swish,KND-82746,Levererad,"Leverans på två dagar, imponerad!",2025-01-11,4
ORD-2024-00063,ORD-2024-00063-2,2024-12-27,2024-12-30,SKU-MS001,Trådlös Mus X1,Tillbehör,1,399.00,STOCKHOLM,Privat,Swish,KND-82746,Levererad,Toppen! Exakt vad jag behövde.,2025-01-06,5
ORD-2024-00063,ORD-2024-00063-3,27/12/2024,2024/12/30,SKU-SP001,Bluetooth-högtalare,Ljud,en,899.00,Stockholm,Privat,,KND-82746,Levererad,,,
ORD-2024-00064,ORD-2024-00064-1,"March 10, 2024",2024-03-13,SKU-HB001,USB-C Hub 7-port,Tillbehör,1,549.00,Linköping,Privat,,KND-74272,Levererad,,,
ORD-2024-00065,ORD-2024-00065-1,2024-12-10,2024-12-14,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Linköping,privat,Swish,KND-62572,levererad,,,
ORD-2024-00066,ORD-2024-00066-1,2024-08-25,2024-08-28,SKU-MN001,"Bildskärm 27"" UHD",Bildskärmar,2,4999.00,Gothenburg,Privat,Swish,KND-82367,Levererad,,,
ORD-2024-00067,ORD-2024-00067-1,2024-04-10,2024-04-12,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,2,599.00,Malmö,Privat,Swish,KND-42846,Återsänd,Snabb leverans och produkten är fantastisk!,2024-04-17,5
ORD-2024-00067,ORD-2024-00067-2,2024-04-10,2024-04-12,SKU-SD002,Extern SSD 500GB,Lagring,1,699.00,Malmö,Privat,Swish,KND-42846,Retur,,,
ORD-2024-00068,ORD-2024-00068-1,2024-12-02,2024-12-04,SKU-LP002,Laptop Budget 14,Datorer,1,7999.00,malmo,Privat,swish,KND-89791,Levererad,"Helt okej, gör vad den ska.",2024-12-18,3
ORD-2024-00069,ORD-2024-00069-1,2024-04-26,2024-04-30,SKU-WC001,Webbkamera HD,Tillbehör,1,799.00,Linköping,Privat,,KND-86044,Mottagen,,,
ORD-2024-00069,ORD-2024-00069-2,2024-04-26,2024-04-30,SKU-SD002,Extern SSD 500GB,Lagring,"""1""",699.00,Linköping,Privat,KORT,KND-86044,Levererad,"Förväntade mig mer för priset, men den duger.",2024-05-07,3
ORD-2024-00069,ORD-2024-00069-3,2024-04-26,2024-04-30,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,linköping,Privat,Kort,KND-86044,Levererad,Medelmåttig upplevelse.,2024-05-08,3
ORD-2024-00070,ORD-2024-00070-1,2024-11-18,2024-11-20,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,1,599.00,Stockholm,Privat,Kort,KND-13904,Levererad,Riktigt nöjd! Använder den dagligen.,2024-11-23,4
ORD-2024-00071,ORD-2024-00071-1,2024-09-10,2024-09-13,SKU-MN002,"Bildskärm 24"" FHD",Bildskärmar,3,2499.00,Stockholm,Företag,faktura,KND-58829,Retur,Förpackningen var skadad och skärmen hade bucklor.,2024-09-23,1
ORD-2024-00071,ORD-2024-00071-2,2024-09-10,2024-09-13,SKU-KB001,Mekaniskt Tangentbord K7,Tillbehör,3,1299.00,Stockholm,Företag,Faktura,KND-58829,,,,
ORD-2024-00071,ORD-2024-00071-3,2024-09-10,2024-09-13,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,3,699.00,Stockholm,B2B,Faktura,KND-58829,Retur,,,
ORD-2024-00072,ORD-2024-00072-1,2024-04-13,2024-04-16,SKU-HB001,USB-C Hub 7-port,Tillbehör,1,549.00,uppsala,b2c,Kreditkort,KND-81573,Levererad,"Leverans på två dagar, imponerad!",2024-04-21,4
ORD-2024-00072,ORD-2024-00072-2,2024-04-13,2024-04-11,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Uppsala,Konsument,Kort,KND-81573,Levererad,,,
ORD-2024-00073,ORD-2024-00073-1,2024-12-30,2025-01-02,SKU-LP002,Laptop Budget 14,Datorer,2,7999.00,Göteborg,privat,Kort,KND-63021,Levererad,,,
ORD-2024-00074,ORD-2024-00074-1,2024-07-16,2024-07-18,SKU-HS002,Headset Budget,Ljud,2,499.00,stockholm,Privat,Swish,KND-27427,levererad,,,
ORD-2024-00075,ORD-2024-00075-1,2024-06-10,12 juni 2024,SKU-KB002,Kompakt Tangentbord Mini,Tillbehör,2,599.00,Malmö,Privat,Swish,KND-96809,Levererad,Bästa tangentbordet jag haft. Rekommenderar!,2024-06-25,4
ORD-2024-00076,ORD-2024-00076-1,2024-01-16,2024-01-20,SKU-HS001,Headset Pro ANC,Ljud,1,1899.00,Örebro,B2C,Kort,KND-67426,Levererad,,,
ORD-2024-00077,ORD-2024-00077-1,2024-01-13,2024-01-16,SKU-SP001,Bluetooth-högtalare,Ljud,"""2""",899.00,örebro,Företag,Faktura,KND-97614,Levererad,,,
ORD-2024-00077,ORD-2024-00077-2,2024-01-13,2024-01-16,SKU-WC001,Webbkamera HD,Tillbehör,3,799.00,Örebro,Företag,Faktura,KND-97614,Levererad,,,
ORD-2024-00077,ORD-2024-00077-3,2024-01-13,2024-01-16,SKU-LP002,Laptop Budget 14,Datorer,1,7999.00,Örebro,Företag,Faktura,KND-97614,Levererad,,,
ORD-2024-00078,ORD-2024-00078-1,2024-12-21,2024-12-23,SKU-SP001,Bluetooth-högtalare,Ljud,2,899.00,,B2B,Faktura,KND-25765,Under transport,,,
ORD-2024-00078,ORD-2024-00078-2,2024-12-21,2024-12-23,SKU-MN003,"Bildskärm 32"" Curved",Bildskärmar,3,5999.00,Stockholm,Företag,Invoice,KND-25765,Under transport,,,
ORD-2024-00078,ORD-2024-00078-3,2024-12-21,2024-12-23,SKU-LP003,Laptop Gaming X,Datorer,1,18999 kr,Stockholm,Företag,Faktura,KND-25765,Under transport,,,
ORD-2024-00079,ORD-2024-00079-1,11/08/2024,2024-08-13,SKU-SD002,Extern SSD 500GB,Lagring,1,699.00,Stockholm,Privat,KORT,KND-49268,Levererad,Fantastisk produkt! Fungerar precis som utlovat.,2024-08-19,4
ORD-2024-00080,ORD-2024-00080-1,2024-06-05,2024-06-12,SKU-LP003,Laptop Gaming X,Datorer,1,18999.00,Norrland,Privat,Faktura,KND-87892,Levererad,Väntade i över en vecka på leveransen. Oacceptabelt.,2024-06-18,2
ORD-2024-00081,ORD-2024-00081-1,2024-04-30,2024-05-03,SKU-MS002,Ergonomisk Mus Pro,Tillbehör,1,699.00,Sthlm,Privat,swish,KND-27723,Mottagen,"Helt okej, gör vad den ska.","May 12, 2024",3
